"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"307","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 15:05:31,FALSE,NA,"1350459171217391618",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nikotile",58,TRUE,FALSE,NA,NA
"308","@jiltu_ Mending kamu Sini saya kasih vaksin titan",FALSE,0,"jiltu_",2021-01-16 15:04:19,FALSE,"1350457568393510913","1350458871219773440","1090487592192159744","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","signalwenbe",0,FALSE,FALSE,NA,NA
"309","abang aku bilang kalau pas udah disuntik vaksin konoha katanya bakal berubah jadi titan, masa iya? kalau iya, keren sih",FALSE,0,NA,2021-01-16 14:56:22,FALSE,NA,"1350456867009400833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","euphorania",0,FALSE,FALSE,NA,NA
"310","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 14:41:04,FALSE,NA,"1350453019310125059",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Shirokamii",58,TRUE,FALSE,NA,NA
"311","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 14:28:37,FALSE,NA,"1350449886227886083",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ccocainevibes",58,TRUE,FALSE,NA,NA
"312","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 14:23:43,FALSE,NA,"1350448651340943362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","November_4_6",58,TRUE,FALSE,NA,NA
"313","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 14:20:26,FALSE,NA,"1350447827441180675",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","floraIgreens",58,TRUE,FALSE,NA,NA
"314","@pandagrozz @schfess aaaaaaa ajlann gw juga kangen bgt pagi pagi nontonin perform idol abis itu dilanjut ngegibah,… https://t.co/5oEM3L57Ql",FALSE,1,"pandagrozz",2021-01-16 14:13:12,TRUE,"1350442902145515528","1350446007834738693","1279790065745444871","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nyanyulkutu",0,FALSE,FALSE,NA,NA
"315","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 14:06:14,FALSE,NA,"1350444253676236801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Akmalali101",56,TRUE,FALSE,NA,NA
"316","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 13:55:52,FALSE,NA,"1350441643963400197",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Serterah",58,TRUE,FALSE,NA,NA
"317","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 13:55:46,FALSE,NA,"1350441619024093184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","musyaffaazka",58,TRUE,FALSE,NA,NA
"318","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 13:55:41,FALSE,NA,"1350441597477896194",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","daninugh",58,TRUE,FALSE,NA,NA
"319","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 13:55:08,FALSE,NA,"1350441461058179082",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alfaryandi_",46,TRUE,FALSE,NA,NA
"320","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 13:54:21,FALSE,NA,"1350441262009094148",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carolusbagus",46,TRUE,FALSE,NA,NA
"321","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 13:51:14,FALSE,NA,"1350440476340441088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rizkyrahmadiiii",58,TRUE,FALSE,NA,NA
"322","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 13:50:28,FALSE,NA,"1350440286112022534",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sadboimu",58,TRUE,FALSE,NA,NA
"323","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 13:42:52,FALSE,NA,"1350438370938413069",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayyaaaaa___",56,TRUE,FALSE,NA,NA
"324","Grup keluarga gw isinya bahas vaksin covid yg bisa bikin orang jadi zombie.
Ck gw mau nya jadi titan",FALSE,0,NA,2021-01-16 13:41:21,FALSE,NA,"1350437989915103236",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","euphorinicc_",0,FALSE,FALSE,NA,NA
"325","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 13:40:43,FALSE,NA,"1350437832939036675",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ckptwckpsbr",58,TRUE,FALSE,NA,NA
"326","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 13:38:46,FALSE,NA,"1350437339764428801",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_sanz24_",46,TRUE,FALSE,NA,NA
"327","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 13:38:04,FALSE,NA,"1350437164635496451",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DewantoFauzi",56,TRUE,FALSE,NA,NA
"328","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 13:32:42,FALSE,NA,"1350435815617269760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paramidst",58,TRUE,FALSE,NA,NA
"329","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 13:26:54,FALSE,NA,"1350434353222807552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GarfieldMonk23",56,TRUE,FALSE,NA,NA
"330","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 13:24:56,FALSE,NA,"1350433860975120384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maungngomul",46,TRUE,FALSE,NA,NA
"331","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 13:20:56,FALSE,NA,"1350432853994082310",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","raafiiqq_",56,TRUE,FALSE,NA,NA
"332","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 13:20:35,FALSE,NA,"1350432763371872257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinamaria",46,TRUE,FALSE,NA,NA
"333","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 13:17:36,FALSE,NA,"1350432012465700865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tiaarrf",56,TRUE,FALSE,NA,NA
"334","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 13:09:28,FALSE,NA,"1350429967348166657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","labib_habibi",46,TRUE,FALSE,NA,NA
"335","@pantungalimar ngobrolin mun disuntik vaksin jadi titan apa moal",FALSE,0,"pantungalimar",2021-01-16 13:07:57,FALSE,"1350429387674406912","1350429584269799424","582553661","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iyangsubur",0,FALSE,FALSE,NA,NA
"336","RT @ibuibuyakult: sekarang ngejokes suntik vaksin bakal berubah jadi titan aja sampe diklarifikasi sama pemerintah buset https://t.co/iLMnm…",FALSE,0,NA,2021-01-16 13:04:27,FALSE,NA,"1350428704824967169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hihellobrian",78,TRUE,FALSE,NA,NA
"337","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:56:08,FALSE,NA,"1350426612949368834",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fahrizalhd",46,TRUE,FALSE,NA,NA
"338","Abis nonton Attack On Titan Eps. 1 Season 1 trus keinget Hoax disuntik Vaksin jadi Titan,aku ngakak wkwkwkwk",FALSE,0,NA,2021-01-16 12:50:48,FALSE,NA,"1350425269023068160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anandasoe1",0,FALSE,FALSE,NA,NA
"339","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 12:50:31,FALSE,NA,"1350425197011091458",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Agnes_sia_",56,TRUE,FALSE,NA,NA
"340","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:49:35,FALSE,NA,"1350424961110839296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lin666a",46,TRUE,FALSE,NA,NA
"341","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 12:47:35,FALSE,NA,"1350424460092870656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","padantyaabiyyu",58,TRUE,FALSE,NA,NA
"342","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:45:33,FALSE,NA,"1350423947628560386",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChandIdris",46,TRUE,FALSE,NA,NA
"343","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 12:45:01,FALSE,NA,"1350423812064514053",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Indriin4",56,TRUE,FALSE,NA,NA
"344","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 12:44:57,FALSE,NA,"1350423796679798787",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","widdyjp",58,TRUE,FALSE,NA,NA
"345","@akunbucinohmnon biasanya org2 yg gapake masker anjrit begini. giliran vaksin takut mati lah, jd titan lah.",FALSE,0,"akunbucinohmnon",2021-01-16 12:44:01,FALSE,"1350423288032366592","1350423563027709952","1289187316800475136","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hisendofjune",0,FALSE,FALSE,NA,NA
"346","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 12:41:35,FALSE,NA,"1350422948276965377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Petrus_Inc",58,TRUE,FALSE,NA,NA
"347","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:40:59,FALSE,NA,"1350422796640239620",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adhiprtm",46,TRUE,FALSE,NA,NA
"348","Kalo disuntik vaksin jadi titan aku mau deh. Bosan juga jadi manusia gni2 aja. Berhasil kagak. Capek menuhin tuntut… https://t.co/U69C9QkQBX",FALSE,1,NA,2021-01-16 12:40:27,TRUE,NA,"1350422664750354440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","suprek09",4,FALSE,FALSE,NA,NA
"349","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:40:12,FALSE,NA,"1350422600757903360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arifsetiaji_",46,TRUE,FALSE,NA,NA
"350","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:37:11,FALSE,NA,"1350421842566123521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chamberafli",46,TRUE,FALSE,NA,NA
"351","Abis vaksin kok berasa pengen jadi Titan ya",FALSE,0,NA,2021-01-16 12:36:37,FALSE,NA,"1350421699557163011",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ASukmaG",0,FALSE,FALSE,NA,NA
"352","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:33:24,FALSE,NA,"1350420889288904705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SidRaeebiger",46,TRUE,FALSE,NA,NA
"353","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 12:33:20,FALSE,NA,"1350420871526006787",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vaksin_covid19",56,TRUE,FALSE,NA,NA
"354","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:33:19,FALSE,NA,"1350420867881132037",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fattahza",46,TRUE,FALSE,NA,NA
"355","RT @txtdrbekasi: Jangan takut vaksin, kgk bakal jadi titan, tapi jadi adem sari.",FALSE,0,NA,2021-01-16 12:32:14,FALSE,NA,"1350420598443294722",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","janganliat17",3,TRUE,FALSE,NA,NA
"356","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:30:25,FALSE,NA,"1350420137652830211",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rizkimahardika",46,TRUE,FALSE,NA,NA
"357","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:30:07,FALSE,NA,"1350420063078154243",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dmsgiant",46,TRUE,FALSE,NA,NA
"358","rara: pengen vaksin biar jadi titan biar ga ikut sbmptn

<U+0001F441><U+0001F445><U+0001F441>",FALSE,0,NA,2021-01-16 12:23:01,FALSE,NA,"1350418276895973378",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saturnssbabe",0,FALSE,FALSE,NA,NA
"359","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 12:21:52,FALSE,NA,"1350417987866513418",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hensamwhy",56,TRUE,FALSE,NA,NA
"360","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:17:42,FALSE,NA,"1350416939294707712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kowalskidipapap",46,TRUE,FALSE,NA,NA
"361","di vaksin bikin orang mnjadi titan",FALSE,0,NA,2021-01-16 12:17:14,FALSE,NA,"1350416820205834245",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aldrikmll",0,FALSE,FALSE,NA,NA
"362","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:13:31,FALSE,NA,"1350415885777833984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dwynie_lfc",46,TRUE,FALSE,NA,NA
"363","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:13:10,FALSE,NA,"1350415796472668166",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ilhamrh025",46,TRUE,FALSE,NA,NA
"364","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:12:22,FALSE,NA,"1350415597062901762",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hanief_syafi",46,TRUE,FALSE,NA,NA
"365","Temen gua kalo di suntik vaksin bakalan berubah jadi Titan gak sih,
Soalnya mirip 
#ErenJaeger
#titan… https://t.co/QNPhHHUvSw",FALSE,1,NA,2021-01-16 12:11:57,TRUE,NA,"1350415491836256257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MisbahulFajri11",0,FALSE,FALSE,NA,NA
"366","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:10:32,FALSE,NA,"1350415136238960644",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Box2boxID",46,TRUE,FALSE,NA,NA
"367","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:10:25,FALSE,NA,"1350415108132859904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","excelsa__",46,TRUE,FALSE,NA,NA
"368","RT @podcastretropus: Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,0,NA,2021-01-16 12:10:10,FALSE,NA,"1350415041359581186",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","podunqualified",46,TRUE,FALSE,NA,NA
"369","Emang bener ya abis disuntik vaksin bisa berubah jadi Titan?

#KomikMasMas https://t.co/oMXveFLkr1",FALSE,178,NA,2021-01-16 12:07:22,FALSE,NA,"1350414336716492802",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","podcastretropus",46,FALSE,FALSE,NA,NA
"370","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 12:01:10,FALSE,NA,"1350412776879996931",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tuuuujuh",58,TRUE,FALSE,NA,NA
"371","Emak lg urus berkas2 ku tanya ini buat apa? Dia jawab buat bsok vaksin, kutanya lg siapa yg mau vaksin ? Semua, ak… https://t.co/5AJPNIT4xH",FALSE,0,NA,2021-01-16 12:00:19,TRUE,NA,"1350412565340323843",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yorinosaurus",0,FALSE,FALSE,NA,NA
"372","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 11:59:49,FALSE,NA,"1350412437795741696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sadboyy____",56,TRUE,FALSE,NA,NA
"373","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 11:59:42,FALSE,NA,"1350412410012618755",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","___ihb",58,TRUE,FALSE,NA,NA
"374","Cara daftar vaksin biar jadi attack titan gimana ya",FALSE,0,NA,2021-01-16 11:57:12,FALSE,NA,"1350411781403906049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Siapasaya_gatau",0,FALSE,FALSE,NA,NA
"375","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 11:53:43,FALSE,NA,"1350410904429420547",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BintangAlfHdyt",56,TRUE,FALSE,NA,NA
"376","tolong jokes suntik vaksin jadi titan lucunya hari itu doang, please stop, tolong berhenti, udah udah",FALSE,2,NA,2021-01-16 11:51:49,FALSE,NA,"1350410425578340354",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","epolepsi",0,FALSE,FALSE,NA,NA
"377","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 11:50:10,FALSE,NA,"1350410009872486402",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Naiyana_12",56,TRUE,FALSE,NA,NA
"378","@pacar_elaina t-tapi kan.. vaksin titan itu lucu bro aaaaaaaa",FALSE,0,"pacar_elaina",2021-01-16 11:41:47,FALSE,"1350406631486443528","1350407898539544577","1113954081490460672","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","berflovver",0,FALSE,FALSE,NA,NA
"379","ibuku dpt vaksin gratis, semoga dapet armored titan kalo ga warhammer amin <U+0001F64F><U+0001F607>",FALSE,0,NA,2021-01-16 11:38:37,FALSE,NA,"1350407103005921285",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leiiikaa",0,FALSE,FALSE,NA,NA
"380","@berflovver Normies kalau sok sok an wibu, taunya cuman jokes aot terus ada foto pak jokowi lagi vaksin malah dicandain vaksin titan",FALSE,0,"berflovver",2021-01-16 11:36:44,FALSE,"1350402123867930624","1350406631486443528","957052183","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pacar_elaina",0,FALSE,FALSE,NA,NA
"381","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 11:33:52,FALSE,NA,"1350405909504094210",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Slamet_1488_109",58,TRUE,FALSE,NA,NA
"382","RT @berflovver: bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,0,NA,2021-01-16 11:29:54,FALSE,NA,"1350404908361531399",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gydeoon_",58,TRUE,FALSE,NA,NA
"383","bro bro liat bro gw punya meme aot nih bro aaaaa vaksin titan lucu banget bro aaaaa buruan ritwit bro aaaaarrrgghhh",FALSE,191,NA,2021-01-16 11:18:50,FALSE,NA,"1350402123867930624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","berflovver",58,FALSE,FALSE,NA,NA
"384","pdg! nio suntik vaksin tapi takuik soalnyo ado rumor kalo suntik vaksin beko jadi titan, baa lai tu sanak :(",FALSE,0,NA,2021-01-16 11:17:07,FALSE,NA,"1350401693746229248",NA,"<a href=""https://menfess.me"" rel=""nofollow"">pdgfess backup account</a>","padangmenfess",0,FALSE,FALSE,NA,NA
"385","takut kalo di vaksin jadi titan",FALSE,0,NA,2021-01-16 11:11:27,FALSE,NA,"1350400266739150851",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akbrnrlh",0,FALSE,FALSE,NA,NA
"386","RT @Txtbyreyy: Sesudah gua di suntik vaksin, semoga dapet armor Titan.",FALSE,0,NA,2021-01-16 11:08:47,FALSE,NA,"1350399597768704001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kompeny70",56,TRUE,FALSE,NA,NA
"387","apakah habis di vaksin bisa berubah jadi titan? <U+0001F923>",FALSE,0,NA,2021-01-16 11:08:16,FALSE,NA,"1350399467384524800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chiqmon",0,FALSE,FALSE,NA,NA
